pair	inflected_pair	alignments	Source Language	Target Language
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'lösen'), ('problem', 'das'), ('problem', 'Problem')]	We have a moral obligation to create permanent peace and stability , tackle the problem of the warlords , improve human rights , especially , as other speakers have pointed out , women 's rights , and establish real democracy in Afghanistan .	Wir haben die moralische Verpflichtung , dauerhaft Frieden und Stabilität zu schaffen , das Problem der Warlords zu lösen , die Situation der Menschenrechte , insbesondere der Rechte der Frauen , zu verbessern , wie dies von anderen Rednern bereits betont wurde , und eine echte Demokratie in Afghanistan aufzubauen .
('tackle', 'concern')	('tackling', 'concerns')	[('tackling', 'angehen'), ('concerns', 'diese'), ('concerns', 'Probleme')]	The agreement provides an additional forum for tackling these concerns .	Das Abkommen bietet ein zusätzliches Forum , in dem wir diese Probleme angehen können .
('tackle', 'issue')	('tackled', 'issues')	[('are', 'NULL'), ('issues', 'Probleme'), ('tackled', 'in'), ('tackled', 'den'), ('tackled', 'Griff'), ('tackled', 'bekommt')]	If those issues are tackled , aquaculture can provide , as I said earlier , a good source of good food for our population as well as creating jobs .	Wenn man diese Probleme in den Griff bekommt , kann die Aquakultur , wie gesagt , eine gute Quelle guter Lebensmittel für unsere Bevölkerung sein und auch Arbeitsplätze schaffen .
('tackle', 'crisis')	('tackled', 'crisis')	[('was', 'NULL'), ('crisis', 'der'), ('crisis', 'krise'), ('tackled', 'Maßnahmen'), ('tackled', 'entgegensetzen')]	In South Korea , the election of Kim Dae-jung as president in the late 1990s meant that the economic crisis there was tackled effectively and also resulted in efforts to implement the sunshine policy of trying to achieve normalisation of relations with North Korea .	Der Ende der Neunzigerjahre zum südkoreanischen Präsidenten gewählte Kim Dae Jung konnte der Wirtschaftskrise wirksame Maßnahmen entgegensetzen und bemühte sich um die Durchführung der Sonnenscheinpolitik , mit der eine Normalisierung der Beziehungen zu Nordkorea herbeigeführt werden sollte .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'sich'), ('tackle', 'zuwenden'), ('issue', 'dem'), ('issue', 'Thema')]	It should also tackle the important issue of the abolition of the death penalty , and again , we call on the EU to sponsor a resolution inviting all states to introduce a moratorium on executions with a view to the total abolition of the death penalty , and we reiterate our request to the US , China , Saudi Arabia , Congo , Iran and other states to immediately end all executions .	Er sollte sich darüber hinaus dem bedeutenden Thema der Abschaffung der Todesstrafe zuwenden , und wir ersuchen die EU erneut , eine Resolution zu unterstützen , in der alle Staaten zur Einführung eines Hinrichtungsmoratoriums mit dem Ziel einer vollständigen Abschaffung der Todesstrafe aufgefordert werden , und wiederholen unseren Appell an die USA , China , Saudi Arabien , Kongo , Iran und andere Staaten , unverzüglich alle Exekutionen einzustellen .
('find', 'way')	('finding', 'way')	[('finding', 'finden'), ('way', 'eine'), ('way', 'Möglichkeit')]	We have a moral obligation to support the effort of finding the way to provide urgently needed medicines to people in developing countries .	Wir sind moralisch verpflichtet , die Bemühungen zu unterstützen , eine Möglichkeit zu finden , mit der den Menschen in den Entwicklungsländern die dringend benötigten Medikamente zur Verfügung gestellt werden .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'Lösung'), ('problem', 'NULL')]	Immigration numbers are one of our citizens ' priorities , and one of the areas where they clearly expect us to tackle the problem at European level .	Die Zahl der Zuwanderer ist für unsere Bürger von vorrangiger Bedeutung , sie ist einer der Bereiche , in denen sie von uns eine Lösung auf europäischer Ebene erwarten .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'Bekämpfung'), ('problem', 'NULL')]	The attempts that have been made at European level to tackle this problem are inadequate .	Die bisher auf europäischer Ebene zu seiner Bekämpfung unternommenen Anstrengungen sind unzureichend .
('tackle', 'issue')	('tackle', 'issues')	[('be', 'werden'), ('tackle', 'in'), ('tackle', 'Angriff'), ('tackle', 'genommen'), ('issues', 'Fragen')]	There are certainly many people who believe that qualified majority voting and codecision procedures should be used to tackle immigration issues .	Der Standpunkt , dass Fragen der Einwanderung mittels Beschlussfassung mit qualifizierter Mehrheit und per Mitentscheidungsverfahren in Angriff genommen werden sollten , ist weit verbreitet .
('tackle', 'situation')	('tackle', 'situation')	[('tackle', 'Lösung'), ('situation', 'NULL')]	The White Paper proposes to tackle this situation by gradually breaking the link between transport growth and economic growth or an increase in GDP , while recognising that economic growth will generate greater needs for mobility .	Als Lösung schlägt das Weißbuch vor , das Verkehrswachstum schrittweise vom Wirtschaftswachstum bzw . der Steigerung des BIP abzukoppeln , wobei gleichzeitig eingeräumt wird , dass wirtschaftliches Wachstum den Mobilitätsbedarf erhöht .
('tackle', 'problem')	('tackling', 'problems')	[('tackling', 'Bewältigung'), ('problems', 'seiner'), ('problems', 'Probleme')]	They have our sympathy and support in tackling the many problems they face : pollutants , locusts and AIDS , to name but three .	Das Land hat unsere Sympathie und unsere Unterstützung bei der Bewältigung seiner zahlreichen Probleme : Schadstoffe , Heuschrecken und Aids , um nur drei zu nennen .
('close', 'case')	('closed', 'cases')	[('cases', 'Fälle'), ('have', 'sind'), ('been', 'worden'), ('closed', 'beiseite'), ('closed', 'gelegt')]	The perpetrators of these crimes have never been apprehended , and many cases have simply been closed .	Die Täter dieser Verbrechen wurden nie ergriffen , und viele Fälle sind einfach beiseite gelegt worden .
('tackle', 'issue')	('tackled', 'issue')	[('issue', 'Problem'), ('was', 'wurde'), ('tackled', 'in'), ('tackled', 'Angriff'), ('tackled', 'genommen')]	A number of Member States could only accept any sort of agreement if the issue of residence taxation of pension payouts versus source taxation was also tackled .	Eine Reihe von Mitgliedstaaten war nur zu einer Einigung bereit , wenn auch das Problem der Wohnsitzbesteuerung von Rentenzahlungen gegenüber der Quellenbesteuerung in Angriff genommen wurde .
('find', 'way')	('find', 'way')	[('find', 'vereinbaren'), ('way', 'Möglichkeiten')]	Having created an unnecessary and artificial military divide , the EU and NATO have had to spend two years on negotiating and arrangements to enable the European Union and NATO to find a way of working together .	Durch die Schaffung einer unnötigen und künstlichen militärischen Trennung waren die Europäische Union und die NATO zwei Jahre lang gezwungen , Möglichkeiten der Zusammenarbeit zwischen den beiden Systemen auszuhandeln und zu vereinbaren .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'bewältigen'), ('issues', 'diese'), ('issues', 'Probleme')]	That industry is starting to reconfigure and to work together with support from the British Government , using European funds , to tackle these issues .	Die Branche beginnt mithilfe der britischen Regierung und unter Nutzung europäischer Mittel , sich umzugestalten und zusammenzuarbeiten , um diese Probleme zu bewältigen .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'in'), ('tackle', 'den'), ('tackle', 'Griff'), ('tackle', 'bekommen'), ('problems', 'diese'), ('problems', 'Probleme')]	So clearly , a significant amount of work is required to be done to tackle these problems .	Es sind also auf jeden Fall bedeutende Anstrengungen erforderlich , um diese Probleme in den Griff zu bekommen .
('tackle', 'problem')	('tackle', 'problem')	[('will', 'wird'), ('tackle', 'gelöst'), ('problem', 'das'), ('problem', 'Problem')]	We believe that the piecemeal approach to tackling fraud within the EU has been insufficient , and , whilst agreeing with the establishment of Eurojust , OLAF , strengthening the Court of Auditors and fraud-proofing legislation , we do not believe that these measures will tackle the problem of prosecution of EU fraud .	Wir vertreten die Auffassung , dass der unsystematische Ansatz zur Betrugsbekämpfung innerhalb der EU unzureichend ist , und obwohl wir mit der Schaffung von Eurojust , OLAF , der Stärkung des Rechnungshofes und der Rechtsvorschriften zur Verhinderung von Betrugsfällen einverstanden sind , glauben wir nicht , dass das Problem der Strafverfolgung von Betrug zu Lasten der EU durch diese Maßnahmen gelöst wird .
('tackle', 'issue')	('tackled', 'issues')	[('have', 'haben'), ('tackled', 'uns'), ('tackled', 'auseinander'), ('tackled', 'gesetzt'), ('tackled', 'mit'), ('issues', 'NULL')]	We also tackled the issues of Members ' expenses and payment of the pensions .	Des Weiteren haben wir uns mit den Aufwendungen und der Zahlung der Altersversorgung der Abgeordneten auseinander gesetzt .
('find', 'way')	('find', 'way')	[('find', 'ermöglichen'), ('way', 'Fortentwicklung')]	Mr President , on behalf of the PSE Group I welcome this proposal and many of the amendments tabled by colleagues , and those tabled by the rapporteur who has already worked very hard to find a sensible way forward on this .	Herr Präsident , im Namen der PSE-Fraktion begrüße ich diesen Vorschlag und viele der Änderungsanträge , die von den Kolleginnen und Kollegen sowie vom Berichterstatter vorgelegt wurden , der sich bereits umfangreich darum bemüht hat , in diesem Bereich eine vernünftige Fortentwicklung zu ermöglichen .
('find', 'way')	('find', 'way')	[('find', 'gefunden'), ('way', 'Möglichkeit')]	We must find a way to stop that .	Es muss eine Möglichkeit gefunden werden , dies zu verhindern .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'eine'), ('tackle', 'Lösung'), ('problem', 'des'), ('problem', 'Problems')]	We negotiated this in Johannesburg and we are now trying to tackle the problem .	Das haben wir in Johannesburg ausgehandelt , und wir bemühen uns jetzt um eine Lösung des Problems .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	I hope that we can find a way of making it legally valid .	Hoffentlich finden wir einen Weg , ihn in geltendes Recht umzuwandeln .
('shape', 'strategy')	('shape', 'strategy')	[('strategy', 'Strategie'), ('shape', 'entwickeln')]	In concluding , it seems to me that we need a long-term European strategy to know what we want before we can shape a transatlantic strategy and think on similar terms with the Americans .	Wir brauchen also meiner Auffassung nach eine langfristige europäische Strategie , damit wir wissen , was wir wollen , bevor wir eine transatlantische Strategie entwickeln und uns inhaltlich den USA annähern können .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'Lösung'), ('tackle', 'von'), ('issues', 'Problemen')]	In addition there is a need to ensure that research develops products which tackle health requirements as distinct from lifestyle issues .	Ferner muss gewährleistet werden , dass die Forschung Produkte entwickelt , die der Lösung von gesundheitlichen Problemen und nicht von Problemen in Verbindung mit dem Lebensstil dienen .
('follow', 'religion')	('follow', 'religion')	[('follow', 'auszuüben'), ('religion', 'Religion')]	Mr President , I should like to congratulate Mr van den Bos on his report , but may I state quite categorically that , in addition to freedom of religion , we must be equally committed to freedom of conscience and the freedom , as Mr Gahler said , not to follow any religion .	Herr Präsident ! Ich möchte Herrn van den Bos zu seinem Bericht beglückwünschen , aber auch ganz kategorisch feststellen , dass wir neben der Religionsfreiheit ebenso entschlossen für die Gewissensfreiheit eintreten müssen und , Herr Gahler erwähnte es bereits , auch für die Freiheit , keine Religion auszuüben .
